created_at,tweet_id,query,coordinates,coordinates_type,country_code,place_full_name,retweet_count,text,in_reply_to_status_id_str,is_quote_status,tweet_favorite_count,user_description,user_fovourites_count,followers_count,friends_count,user_profile_location,time_zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 20:09:30 +0000 2016,7.97169E+17,supplements,,,,,0,Info: Powerful #herbs known 2relieve muscle tension/normalize blood circulation n calm the central #nervous system: https://t.co/50cL6Ipry9,,FALSE,0,"Love to bring you info on #health, benefits of #green #tea, #weightloss, #detox, #longevity and alternative medicine! Let your #food be your #medicine :)",,767,395,"Seattle, WA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 20:09:24 +0000 2016,7.97169E+17,supplements,,,,,0,OrganicLiveFood: Info: Powerful #herbs known 2relieve muscle tension/normalize blood circulation n calm the centra\u2026 https://t.co/RDgbNDZ8a8,,FALSE,0,Be the change you want to see in the world!,,116,77,"Henderson, NV",Pacific Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 20:08:37 +0000 2016,7.97169E+17,supplements,,,,,0,OrganicLiveFood: Info: Powerful #herbs known 2relieve muscle tension/normalize blood circulation n calm the centra\u2026 https://t.co/DVWA3rmyGQ,,FALSE,0,"Hi. My name is Sandy and my hobbies are diet, health and fitness!",,35,54,,Pacific Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 20:07:57 +0000 2016,7.97169E+17,supplements,,,,,0,Info: Powerful #herbs known 2relieve muscle tension/normalize blood circulation n calm the central #nervous system: https://t.co/Amr5yc5tup,,FALSE,2,"We provide info regarding #organic/sustainable foods, nutritional facts 4improving #health, #raw foods, #superfoods, #herbs, #GMO harms, #bees & #pesticides",,148838,75592,US,Arizona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 20:07:56 +0000 2016,7.97169E+17,supplements,,,,,0,Hydroxycut Hardcore Weight Loss 60 Rapid Release Capsules   $12.75 - https://t.co/UWCnPrSzSz | #Supplements | \n Hyd\u2026 https://t.co/nNezPx2cBi,,FALSE,0,"Your Source for Fitness, Health and Supplements | https://t.co/VQnzqwqbcM | Updated Regularly",,7479,7451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 20:07:50 +0000 2016,7.97169E+17,supplements,,,,,0,"Officially down 12 pounds total, healthy eating and working out consistently. No supplements or cleanse pills this time \U0001f645\U0001f3fc",,FALSE,2,I enjoy the company of cats.,,196,189,"Galloway, Ohio",Central Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 20:07:38 +0000 2016,7.97169E+17,supplements,,,,,1,@EquiLondon #win a 30 day supply of our Beautiful &amp; Fundamental supplements! RT &amp; F @psydirector @EquiLondon  #FreebieFriday #Wellbeing,7.97022E+17,FALSE,0,COMPETITIONS,,1493,2013,,Pacific Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 20:07:18 +0000 2016,7.97169E+17,supplements,,,,,0,"#Supplements #Health Iron Mags Labs RAZOR CUTS Supplement. Bodybuilding, Pre-Contest Cutting, Fitness https://t.co/fyzsPXj4H5 #Bodybuilding",,FALSE,1,eBay Hot Sales #Shopping #Bargains #Deals #eBay #Hot #Sales #Discount #Deal #Buy #Sporting #Auction #Bargain,,3199,420,,Pacific Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 20:07:01 +0000 2016,7.97169E+17,supplements,,,,,247,RT @EquiLondon: #win a 30 day supply of our Beautiful &amp; Fundamental supplements! RT &amp; follow @psydirector and @EquiLondon to enter #Freebie\u2026,,FALSE,0,COMPETITIONS,,1493,2013,,Pacific Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 20:06:25 +0000 2016,7.97169E+17,supplements,,,,,3,@AppliedNutri cant ask for a better advertisement for your supplements then the shape that @SwiftySmith is in \U0001f44a https://t.co/CiPkfOzuTm,,FALSE,10,We are a security company that is part of the SIA Approved Contractor Scheme. We provide tailor made solutions to all your security needs.,,880,366,Manchester,Casablanca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 20:06:14 +0000 2016,7.97169E+17,supplements,,,,,0,#Dieting\n\nSave 50% on Vitamin D3 with FREE shipping right now! https://t.co/07c6GlWIRc #vitamind #supplements https://t.co/GUtriwCN09\n\n\u2014 \u2026,,FALSE,0,The Diet Detective thinking that we can learn a lot from how elite athletes overcome adversity. #Dieting,,58,12,United States,Pacific Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 20:06:12 +0000 2016,7.97169E+17,supplements,,,,,3,RT @missljdavies: A waste of money? https://t.co/8H4YMGwpRh #tamag #supplements,,FALSE,0,Official account for #WBO Featherweight #boxing Champion. #WBO #World rankings. Managed by @AssassinBoxing,,4663,1524,"Crawley, Capel Dorking,England",London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 20:06:08 +0000 2016,7.97169E+17,supplements,"[[[-115.1581427, 35.917793], [-114.918531, 35.917793], [-114.918531, 36.094719], [-115.1581427, 36.094719]]]",Polygon,US,"Henderson, NV",0,How inadequate u PC types must feel. Supplements the ignorance u spew. Shame on u 4 continuing 2 destroy divide our\u2026 https://t.co/EIgQkJLI6l,,FALSE,1,Father Entrepreneur Poker Player,,35,160,"Henderson, NV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 20:05:43 +0000 2016,7.97168E+17,supplements,,,,,0,Optimum Nutrition Platinum Hydro Builder - #fitness #muscle #bodybuilding - https://t.co/COWbZ3hLuW https://t.co/VKqsupJXvy,,FALSE,2,A young entrepreneur obsessed with doing the next online empire.,,41558,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 20:05:40 +0000 2016,7.97168E+17,supplements,,,,,0,EMSTODAY:Designing a Custom-Built #Ambulance that Balances Safety and Efficiency https://t.co/6waq5khGay #EMS \u2026 https://t.co/KrtWaBYLzk),,TRUE,0,Fastest growing and largest Resource of #EMS related info all in one feed.,,75,93,Worldwide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 20:05:32 +0000 2016,7.97168E+17,supplements,,,,,0,Want to reduce inflammation naturally? Here are Dimitri's Go-To supplements that can help! \n\n#astoria... https://t.co/MtseETeZW6,,FALSE,0,"Our mission is to both provide holistic health options and educate our patients on how to enhance their body\u2019s ability to heal itself, look and feel its best",,128,114,"Astoria, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 20:05:30 +0000 2016,7.97168E+17,supplements,,,,,247,RT @EquiLondon: #win a 30 day supply of our Beautiful &amp; Fundamental supplements! RT &amp; follow @psydirector and @EquiLondon to enter #Freebie\u2026,,FALSE,0,"Proud mum & grandmum. Supports West Bromwich Albion and MCFC. Loves gardening, baking cakes! loves animals, and still believes dreams can come true!",,573,4602,Sunny Manchester England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 20:05:24 +0000 2016,7.97168E+17,supplements,,,,,84,RT @PsychologiesMag: #win a 30 day supply of Beautiful &amp; Fundamental supplements from @EquiLondon RT &amp; follow @psydirector to enter! #Freeb\u2026,,FALSE,0,"Aspiring to be many things! From Llanelli, I enjoy #Karting with my 14yr old son (@EthanReesRacing) and shopping with my 16yr old daughter who also likes #anime",,18598,19493,South Wales,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 20:05:21 +0000 2016,7.97168E+17,supplements,,,,,0,#FF @NutraSenseCo Manufacturing top quality USA-sourced &amp; made supplements since 1995 https://t.co/HDmXoZpmLE Proudly #MadeinUSA,,FALSE,0,BuyDirectUSA News We promote #MadeinUSA #madeinAmerica to create & save #jobs #USManufacturers,,3453,3065,USA,Eastern Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 20:05:01 +0000 2016,7.97168E+17,supplements,,,,,0,How does the body process fat-soluble vitamins? https://t.co/wf0vSWdna8 #supplements #healthyfats https://t.co/k3GQmPkDYb,,FALSE,0,Get the top supplements and nutritional products at great prices with outstanding service. Buy Deals in Bulk now!,,1820,5002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 20:04:43 +0000 2016,7.97168E+17,supplements,,,,,0,G Fuel \u2013 Gamma Labs Bodybuilding Supplements? https://t.co/PgFCoRCnjv,,FALSE,0,,,209,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 20:03:55 +0000 2016,7.97168E+17,supplements,,,,,247,RT @EquiLondon: #win a 30 day supply of our Beautiful &amp; Fundamental supplements! RT &amp; follow @psydirector and @EquiLondon to enter #Freebie\u2026,,FALSE,0,Working on a daily basis; hyperbolic by nature dissatisfied.,,550,3695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 20:03:45 +0000 2016,7.97168E+17,supplements,,,,,0,Clean label arrives in supplements https://t.co/ns7L8C9GnE,,FALSE,0,"Publication of record for the nutrition, natural, organic, dietary supplement & integrative medicine industries. NBJ. Nutrition Business Journal.",,5782,769,"Boulder, CO",Mountain Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 20:02:58 +0000 2016,7.97168E+17,supplements,,,,,0,Already selling supplements out of your office? Let us handle it for you! https://t.co/Vhxx6sjX1b https://t.co/P7j9Zj1IXs,,FALSE,0,,,14,1,,Eastern Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 20:02:35 +0000 2016,7.97168E+17,supplements,,,,,0,"Do you take Weight Loss, Sports, Health or Beauty Supplements?https://t.co/nFyLtf3b4L https://t.co/ApCTMFBLn2",,FALSE,0,I love God and family. I love this country. I am born again. I lift up the name of Jesus everyday.,,75,107,"Covington, LA",Central Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 20:02:31 +0000 2016,7.97168E+17,supplements,,,,,1,"Stop asking me how I got buff , Stop asking me what supplements I use. The only supplements I use are Reese's and hot fries TBH lol",,FALSE,3,\u2020 I'm just out here trying to be the man I always meant to be. #CooleyBros,,1534,926,West Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 20:01:58 +0000 2016,7.97168E+17,supplements,"[[[-121.300453, 37.7683759], [-121.175722, 37.7683759], [-121.175722, 37.8645309], [-121.300453, 37.8645309]]]",Polygon,US,"Manteca, CA",0,#Repost lifestyle_supplements with repostapp\n\u30fb\u30fb\u30fb\n\U0001f1fa\U0001f1f8YES WE ARE OPEN\U0001f1fa\U0001f1f8\nIn appreciation for\u2026 https://t.co/yO0SIoyYj4,,FALSE,1,"Built_Physiques\xae Athlete; LifeStyle_Supplements\xae Athlete; Motivate & Inspire Others, Be AWESOME - HIIT_Diesel #teambuiltphysiques",,336,278,NorCal,Pacific Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 20:01:55 +0000 2016,7.97167E+17,supplements,,,,,0,#healthymind lives in #healthybody #gethealthy now @HGHmeds_com_mx  https://t.co/yuOK4xBYOD #buynorditropin #buyhgh\u2026 https://t.co/j50szVfF93,,FALSE,1,"http://t.co/nDK5C66u2w is an online store out of Tijuana Mexico that sells HGH without a prescription. We offer USA made Humatrope, Norditropin, and Nutropin.",,28,12,"Tijuana, Mexico",Pacific Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 20:01:47 +0000 2016,7.97167E+17,supplements,,,,,0,Grab #NatureMadeAtWalmart vitamins and supplements! Enter for a chance to win: #SweepsEntry https://t.co/g70dPknds9 (No Purchase Necessary),,FALSE,0,,,700,1992,Sunny Florida,Atlantic Time (Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 20:01:46 +0000 2016,7.97167E+17,supplements,,,,,0,Make sure that you add to your system things such as vitamin E supplements. https://t.co/IrorEHsFqz https://t.co/dAQyuyjwQy,,FALSE,1,"Skincare products at Discount: Glamglow, iS Clinical, Obagi, O.R.G Skin Care, Cellex-C, Fabeaulux,  Dermalogica, Clarisonic,  Dr. Hauschka, Jan Marini, Talika",,13214,12385,"United States, Ca",Mountain Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 20:01:43 +0000 2016,7.97167E+17,supplements,,,,,0,Make sure that you add to your system things such as vitamin E supplements. https://t.co/IrorEHsFqz,,FALSE,0,"Skincare products at Discount: Glamglow, iS Clinical, Obagi, O.R.G Skin Care, Cellex-C, Fabeaulux,  Dermalogica, Clarisonic,  Dr. Hauschka, Jan Marini, Talika",,13214,12385,"United States, Ca",Mountain Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 20:01:15 +0000 2016,7.97167E+17,supplements,,,,,0,RT @LS_Nutrition: Remind patients this November: #Kefir #supplements can interact with #Immunosuppressants.,,FALSE,0,"Official page. We offer news and views aimed at the medical, dental, nursing, EMS and health related communities. We're part of Living http://t.co/vZhFVRAPvL.",,237,8,Worldwide,Atlantic Time (Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 20:01:06 +0000 2016,7.97167E+17,supplements,,,,,0,New Arrival!\nAverage 7% OFF #VitaFusion on #iHerb\nGet another 10% OFF with code #TWG505\n#RT #dietary #supplements\u2026 https://t.co/6ZaL0S3eA6,,FALSE,0,"#iHerb.com - #Events #Discounts, Best tips and best new customer #rewards #coupon #code #TWG505 ;-)",,2331,4927,"New York, USA",Prague,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 20:00:38 +0000 2016,7.97167E+17,supplements,,,,,0,Prime Muscle Maximizer: The Best Supplements for Building Lean Muscle in 5... https://t.co/ZTFZmtqECe,,FALSE,1,"Your Ultimate Guide On Workouts, Nutrition And Supplements. Followers Claim Your 4 FREE Muscle Building Gifts Below.",,40605,34014,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 20:00:32 +0000 2016,7.97167E+17,supplements,,,,,0,My stancesupplements #Squad!\n\nProducing Nothing But The Highest Quality #Supplements\u2026 https://t.co/otHTsB3egX,,FALSE,1,"Elite Personal Trainer -Strength & Conditioning Coach -BS,MS,CSCS Snapchat:Giofitness IG & Fb @Giotraining https://t.co/0OBIqSQ0kJ Gio@Giovannitraining.com",,25050,652,Los Angeles & Orange County CA,Pacific Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 20:00:18 +0000 2016,7.97167E+17,supplements,,,,,0,\u26ab\U0001f535\u26aaRecover well with ZMA - the combined ingredients of #ZMA help promote regular sleep patterns to encourage muscle\u2026 https://t.co/uumNo7FBF3,,FALSE,0,AN20 for 20% off,,1716,1822,Newcastle Upon Tyne.,Casablanca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 20:00:13 +0000 2016,7.97167E+17,supplements,,,,,1,Houseplants\u2026The Ultimate Health Supplements  https://t.co/TNkxJ70TA4 https://t.co/lrrMLjij73,,FALSE,1,,,731,3602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 20:00:08 +0000 2016,7.97167E+17,supplements,,,,,0,Cheryl Baker tells you how Viviscal Hair Supplements changed her life for the better and gave her back the... https://t.co/byPagEmraZ,,FALSE,0,"Spring Chicken are an online #retailer and #lifestyle site that want to challenge the way society views #ageing through offering #design, choice and #fun",,443,593,"Oxford, England",London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 20:00:05 +0000 2016,7.97167E+17,supplements,,,,,0,How to Burn Stored Fat &amp; Shrink Fat Cells https://t.co/srjDrAMzJ9 https://t.co/srjDrAMzJ9 #Weightloss #Diet https://t.co/G4QLVRg1l5,,FALSE,0,"We Sell products of aesthetic, beauty, medicinals and natural products for weight loss.",,3229,2793,"Los angeles, California",Pacific Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 19:59:58 +0000 2016,7.97167E+17,supplements,,,,,23,RT @Top10Supps: List of 2016\u2019s Best Pre Workout Supplements\nhttps://t.co/ASy7fEEhK9 https://t.co/yrNKPIxdSM,,FALSE,0,Atleta coach weightlifting / crossfit /MMA,,667,401,"Buenos Aires, Argentina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 19:59:41 +0000 2016,7.97167E+17,supplements,,,,,0,Check this out: 1st Phorm is giving away $50K to their next Athlete Search Winner!\nhttps://t.co/Fjx5PvbDe7 https://t.co/9NuPXuUZ7q,,FALSE,0,love life and show love we only live once theirs no sequels ya dig...,,347,924,"Bronx, NY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 19:59:09 +0000 2016,7.97167E+17,supplements,,,,,247,RT @EquiLondon: #win a 30 day supply of our Beautiful &amp; Fundamental supplements! RT &amp; follow @psydirector and @EquiLondon to enter #Freebie\u2026,,FALSE,0,Tv fanatic. Proud #zombieaholic. Web trailblazer. Problem solver. Subtly #charming twitter #geek.,,2138,4616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 19:58:43 +0000 2016,7.97167E+17,supplements,,,,,0,Cellucor : RT xmisscharlesx: Supplements help your body replenish the necessary amount of \u2026 https://t.co/0CLjVGUtAo https://t.co/GzvfuXhM6y,,FALSE,0,"I like to lift things up and Put Them Down. Im into Ron Burgundy Movies, CrossFit and Getting more tattoos.  Trying to break into fitness world.",,128,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 19:58:30 +0000 2016,7.97167E+17,supplements,,,,,0,"""Virtually no vitamins or supplements have actually been shown to have any benefit."" https://t.co/J5b6vUaRdN",,FALSE,0,Nootropics Social network and brain supplements for improve learning,,2235,1675,Estados Unidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 19:58:25 +0000 2016,7.97167E+17,supplements,,,,,0,RT https://t.co/xS9Ivh65XH RT https://t.co/hT61xqkTjs HUGE REDUCTIONS!!! https://t.co/XweAVxb8GM #fitfam #whey \u2026 https://t.co/CpYWHrElOB,,TRUE,0,I am a blog writer focusing on health and physical fitness. I also love to travel and and to explore the globe,,35,2,"North Bay, Ontario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 19:58:10 +0000 2016,7.97167E+17,supplements,,,,,0,Calcium Supplements and the Heart: Clearing Up the Confusion https://t.co/Tkqvb7Ff1M,,FALSE,0,internist.  proudly friend of my friends.  Workshops on investigation & thesis preparation.  info at investigavzla2016@gmail.com,,271,543,,Atlantic Time (Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 19:58:02 +0000 2016,7.97167E+17,supplements,,,,,0,Supplements and Clothing heavily discounted BulkPowders https://t.co/O6X4MXNE1G,,FALSE,0,,,92,0,,Pacific Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 19:57:58 +0000 2016,7.97166E+17,supplements,,,,,0,Calcium Supplements and the Heart: Clearing Up the Confusion https://t.co/5CxgRkqMJ0 v\xeda @medscape,,FALSE,0,internist.  proudly friend of my friends.  Workshops on investigation & thesis preparation.  info at investigavzla2016@gmail.com,,271,543,,Atlantic Time (Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 19:57:20 +0000 2016,7.97166E+17,supplements,,,,,0,Which vitamins and supplements does a baby need and for how long? - TheHealthSite : https://t.co/bCp2MH7Jua,,FALSE,0,"Articles, information and news on #baby #health. Follow us at @BeliefMedia for information on our other infant websites.",,51,12,Global,Sydney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 19:56:27 +0000 2016,7.97166E+17,supplements,,,,,0,Have you tried a diet with more #WholeFoods? Getting started is simple with this great advice:\u2026 https://t.co/k5pt0T8bgj,,FALSE,0,,,26,14,Truckee CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 19:56:08 +0000 2016,7.97166E+17,supplements,,,,,0,"Get 150+ Supplements Coupons. Deals Include Buy 1 Get 1 FREE, 50% Off Selected supplements, FREE Gifts And More:\u2026 https://t.co/AOWlT6DoAR",,FALSE,0,"Your Ultimate Guide On Workouts, Nutrition And Supplements.",,8899,9170,"London, England",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 19:55:44 +0000 2016,7.97166E+17,supplements,,,,,0,Almost launch time! #warnutfit #fitfam #gym #fitness #supplements #protein #mealprep #preworkout\u2026 https://t.co/o9FqkAU8aY,,FALSE,2,,,43,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 19:55:28 +0000 2016,7.97166E+17,supplements,,,,,0,The Best Supplements For Athletes https://t.co/qXYJMrH34y,,FALSE,0,"Free tips to help you dominate in the gym, on the field, and in life. Created by @JaminThompson",,3884,3098,"Beverly Hills, California",Central Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 19:55:26 +0000 2016,7.97166E+17,supplements,,,,,2,RT @LucidityGuide: These natural supplements may be just what you need to control your dreams tonight: https://t.co/jSeyM5cXUm #luciddream\u2026,,FALSE,0,The Greatest Thing You'll Ever Learn is Just to Love and Be Loved in Return         nat king cole,,644,2071,Montreal,Central Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
